Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH;NO_SHIFT_LIMIT;TIME_LIMIT
2023-8-20;3:50:26;cq;20201116;2939.5;0;21478.5;19698.8;303.061;48.585;0;135;0;0;7;3648495;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:27;cq;20201014;3471;0;21719.3;20535.8;201.369;47.2333;0;137;0;0;8;3649897;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:39;cq;20201110;3499.5;0;20141.8;18405.7;563.702;52.6033;0;142;0;0;8;3661188;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:40;cq;20201123;2595;0;19423.8;18054.6;129.4;47.95;0;127;0;0;7;3680486;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:42;cq;20201113;3670.5;0;22737.8;21343.5;211.906;58.19;0;144;0;0;8;3629185;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:47;cq;20201106;3350.5;0;21665.7;20384.4;63.7343;45.4555;0;138;0;0;8;3668549;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:54;cq;20201112;3684.5;0;22840.6;21419.8;60.9268;13.235;0;141;0;0;8;3627207;99999999;20;25;60;1;1;3600000
2023-8-20;3:51:49;cq;20201126;2939.5;31.5;20597.3;19162.6;618.088;57.5324;0;133;0;0;7;3724177;99999999;20;25;60;1;1;3600000
2023-8-20;3:52:17;cq;20201120;3401.5;0;22100.8;20174.9;110.491;16.263;0;140;0;0;8;3758715;99999999;20;25;60;1;1;3600000
2023-8-20;3:52:26;cq;20201006;3739.5;0;24713;23289.5;74.5381;41.2233;0;138;0;0;8;3626576;99999999;20;25;60;1;1;3600000
2023-8-20;3:52:33;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;0;0;2;3604047;99999999;25;25;60;1;1;3600000
2023-8-20;3:52:34;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;3609781;99999999;25;25;60;1;1;3600000
2023-8-20;3:52:36;cq;20201029;3946.5;0;23566.3;21605;190.277;29.5049;0;150;0;0;8;3628316;99999999;20;25;60;1;1;3600000
2023-8-20;3:52:37;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;0;0;1;3611796;99999999;25;25;60;1;1;3600000
2023-8-20;3:52:41;cq;20201031;375;0;1014.25;702.885;0;0;4;14;0;0;2;3605680;99999999;25;25;60;1;1;3600000
2023-8-20;3:52:56;cq;20201016;2060;0;10482.9;9670.99;0;0;0;107;0;0;8;3607179;99999999;25;25;60;1;1;3600000
2023-8-20;3:52:59;cq;20201013;1565;0;8114.48;7503.12;0;0;23;95;0;0;8;3610713;99999999;25;25;60;1;1;3600000
2023-8-20;3:52:59;cq;20201104;3953.5;0;24906;23375;183.511;50.3683;0;148;0;0;8;3644654;99999999;20;25;60;1;1;3600000
2023-8-20;3:53:3;cq;20201026;1839.5;0;11627.8;10823.4;0;0;42;110;0;0;8;3614418;99999999;25;25;60;1;1;3600000
