WEEK;DATE;TRUCK_NBR;DRIVER_NBR;ORDER_ID;BEGIN;END;t1;t2;QUANTITY
40;2020-10-01;437;14417,0;922328;06:59:08;16:32:49;12,25;12,25;8,0
40;2020-10-01;437;14417,0;922746;06:59:08;16:32:49;93,26333333333334;93,26333333333334;10,5
40;2020-10-01;440;15110,0;921265;06:38:40;16:58:22;36,93666666666666;36,93666666666666;7,0
40;2020-10-01;440;15110,0;922401;06:38:40;16:58:22;41,208333333333336;41,208333333333336;2,0
40;2020-10-01;440;15110,0;925122;06:38:40;16:58:22;42,11666666666667;42,11666666666667;5,0
40;2020-10-01;448;2006,0;923276;06:09:20;17:59:29;32,78333333333333;32,78333333333333;7,0
40;2020-10-01;448;2006,0;925270;06:09:20;17:59:29;71,615;71,615;5,5
40;2020-10-01;448;2006,0;925915;06:09:20;17:59:29;56,718333333333334;56,718333333333334;2,0
40;2020-10-01;448;2006,0;926058;06:09:20;17:59:29;31,765;31,765;8,0
40;2020-10-01;448;2006,0;926178;06:09:20;17:59:29;67,82666666666667;67,82666666666667;7,0
40;2020-10-01;449;15243,0;922697;07:48:16;19:47:32;40,34166666666667;40,34166666666667;8,0
40;2020-10-01;449;15243,0;922746;07:48:16;19:47:32;46,63166666666667;46,63166666666667;7,0
40;2020-10-01;449;15243,0;924155;07:48:16;19:47:32;59,61333333333334;59,61333333333334;14,0
40;2020-10-01;450;15138,0;921265;06:47:25;17:59:19;36,93666666666666;36,93666666666666;6,0
40;2020-10-01;450;15138,0;922205;06:47:25;17:59:19;80,38666666666668;80,38666666666668;14,0
40;2020-10-01;450;15138,0;923453;06:47:25;17:59:19;32,43333333333333;32,43333333333333;5,0
40;2020-10-01;454;15217,0;923879;07:06:40;16:30:16;92,43333333333334;92,43333333333334;8,0
40;2020-10-01;454;15217,0;924713;07:06:40;16:30:16;102,16666666666667;102,16666666666667;7,0
40;2020-10-01;454;15217,0;925058;07:06:40;16:30:16;114,24833333333332;114,24833333333332;3,0
40;2020-10-01;454;15217,0;925059;07:06:40;16:30:16;114,24833333333332;114,24833333333332;8,0
40;2020-10-01;455;15408,0;922758;07:37:57;16:04:52;96,685;12,121666666666666;8,0
40;2020-10-01;455;15408,0;924275;07:37:57;16:04:52;127,32833333333333;60,166666666666664;7,5
40;2020-10-01;455;15408,0;925059;07:37:57;16:04:52;114,24833333333332;114,24833333333332;8,0
40;2020-10-01;456;7000018,0;924021;08:20:29;15:51:53;77,41166666666666;77,41166666666666;7,5
40;2020-10-01;456;7000018,0;924154;08:20:29;15:51:53;103,15333333333334;103,15333333333334;15,0
40;2020-10-01;460;15083,0;917231;07:38:00;16:34:16;4,235;4,235;8,0
40;2020-10-01;460;15083,0;921362;07:38:00;16:34:16;21,31;21,31;16,0
40;2020-10-01;460;15083,0;922328;07:38:00;16:34:16;12,25;12,25;8,0
40;2020-10-01;461;15401,0;922205;07:27:23;17:23:15;40,19333333333334;40,19333333333334;3,0
40;2020-10-01;461;15401,0;925119;07:27:23;17:23:15;42,11666666666667;42,11666666666667;6,5
40;2020-10-01;461;15401,0;925817;07:27:23;17:23:15;40,01833333333334;40,01833333333334;6,0
40;2020-10-01;462;15398,0;921362;09:00:04;18:31:45;21,31;21,31;16,0
40;2020-10-01;462;15398,0;922328;09:00:04;18:31:45;12,25;12,25;8,0
